JP Object Name,Global Object Name,Internal Name,LOD1,LOD1 Hash,LOD2,LOD2 Hash,LOD3,LOD3 Hash,LOD4,LOD4 Hash,Collision,Common (Animation, if existant),Effect,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Trait 8,Null Hashes indicate unfound files
ソニック,Sonic,ob_1000_0106,object/map_object/ob_1000_0106_l1.ice,63\a4f01893863576732372dadad8df48,object/map_object/ob_1000_0106_l2.ice,,object/map_object/ob_1000_0106_l3.ice,,object/map_object/ob_1000_0106_l4.ice,,object/map_object/ob_1000_0106_col.ice,07\fd2575036de12aa5758572d9be5ab1,object/map_object/ob_1000_0106_com.ice,da\c45440eeb5ad389d3d5df9eb2c4852,object/map_object/ob_1000_0106_eff.ice,,[Collaboration],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
ナックルズ,Knuckles,ob_1000_0107,object/map_object/ob_1000_0107_l1.ice,ee\c233bae022bcc5c435ddb1771a80f3,object/map_object/ob_1000_0107_l2.ice,,object/map_object/ob_1000_0107_l3.ice,,object/map_object/ob_1000_0107_l4.ice,,object/map_object/ob_1000_0107_col.ice,27\14f679ff6c25a2f172efe1826a95af,object/map_object/ob_1000_0107_com.ice,c7\55a78ca621eccaf48024a304039040,object/map_object/ob_1000_0107_eff.ice,,[Collaboration],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
テイルス,Tails,ob_1000_0108,object/map_object/ob_1000_0108_l1.ice,aa\684bb947214788d0fb870383227e1e,object/map_object/ob_1000_0108_l2.ice,,object/map_object/ob_1000_0108_l3.ice,,object/map_object/ob_1000_0108_l4.ice,,object/map_object/ob_1000_0108_col.ice,7b\153c346a8c5ed068508dc61d07fa06,object/map_object/ob_1000_0108_com.ice,4b\bb0ac2a1817447cd9c20109317b00e,object/map_object/ob_1000_0108_eff.ice,,[Collaboration],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
エミー,Amy,ob_1000_0109,object/map_object/ob_1000_0109_l1.ice,10\cb5ef3e4282032e18b84861836078d,object/map_object/ob_1000_0109_l2.ice,,object/map_object/ob_1000_0109_l3.ice,,object/map_object/ob_1000_0109_l4.ice,,object/map_object/ob_1000_0109_col.ice,0a\8a7b27978f3bbb340646a6ae00c672,object/map_object/ob_1000_0109_com.ice,08\96864eeff8f0f1f018678e772bc2f2,object/map_object/ob_1000_0109_eff.ice,,[Collaboration],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
サボテチェア,Cactus Chair,ob_1000_0114,object/map_object/ob_1000_0114_l1.ice,61\36760fced309082cb7e803aa71b702,object/map_object/ob_1000_0114_l2.ice,,object/map_object/ob_1000_0114_l3.ice,,object/map_object/ob_1000_0114_l4.ice,,object/map_object/ob_1000_0114_col.ice,89\a7096671c6ca445474962316ad8fac,object/map_object/ob_1000_0114_com.ice,3b\77522a66bb5e208b9c226e80dced40,object/map_object/ob_1000_0114_eff.ice,,[Furniture],[Fu_Stock],[SendSit],[0],[0],[Common_1],[0],[0]
セガ・マークⅢ,SEGA MARKIII,ob_1000_0116,object/map_object/ob_1000_0116_l1.ice,eb\61427a0072dfa8c538139a586c156c,object/map_object/ob_1000_0116_l2.ice,,object/map_object/ob_1000_0116_l3.ice,,object/map_object/ob_1000_0116_l4.ice,,object/map_object/ob_1000_0116_col.ice,68\a2533c085e311e81c425b26a694564,object/map_object/ob_1000_0116_com.ice,bc\8ec7f0ce121281072487b5ec5edf14,object/map_object/ob_1000_0116_eff.ice,,[Collaboration],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
マスターシステム,SEGA MASTER SYSTEM,ob_1000_0117,object/map_object/ob_1000_0117_l1.ice,01\52af6bf8cc7db2a4d26d5e639ca06f,object/map_object/ob_1000_0117_l2.ice,,object/map_object/ob_1000_0117_l3.ice,,object/map_object/ob_1000_0117_l4.ice,,object/map_object/ob_1000_0117_col.ice,28\a803cabc84a953fa3b1bfafaad5c28,object/map_object/ob_1000_0117_com.ice,64\50a7868740da11d3ce2749fbd41c1d,object/map_object/ob_1000_0117_eff.ice,,[Collaboration],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
メガドライブ,MEGA DRIVE,ob_1000_0118,object/map_object/ob_1000_0118_l1.ice,ac\7a1ce5ddb592a0569903269fdffd7f,object/map_object/ob_1000_0118_l2.ice,,object/map_object/ob_1000_0118_l3.ice,,object/map_object/ob_1000_0118_l4.ice,,object/map_object/ob_1000_0118_col.ice,85\8634a8cced1f44e249af32e75f2c26,object/map_object/ob_1000_0118_com.ice,c7\de6e3eae3c7902d36875fdc9567a3b,object/map_object/ob_1000_0118_eff.ice,,[Collaboration],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
セガサターン,SEGA SATURN,ob_1000_0119,object/map_object/ob_1000_0119_l1.ice,92\5496287234cc0f88606ace5c40b248,object/map_object/ob_1000_0119_l2.ice,,object/map_object/ob_1000_0119_l3.ice,,object/map_object/ob_1000_0119_l4.ice,,object/map_object/ob_1000_0119_col.ice,8d\07860a3798fa45347c92cd9a37bc59,object/map_object/ob_1000_0119_com.ice,3a\eb3789261dfbd9781133532c2ac1d2,object/map_object/ob_1000_0119_eff.ice,,[Collaboration],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
ダンボウル,Cardboard Box,ob_1000_0121,object/map_object/ob_1000_0121_l1.ice,d8\032e72efb4f8d75b899f75019def2e,object/map_object/ob_1000_0121_l2.ice,,object/map_object/ob_1000_0121_l3.ice,,object/map_object/ob_1000_0121_l4.ice,,object/map_object/ob_1000_0121_col.ice,cf\df5d1906ffec348bb32fe09ed0b390,object/map_object/ob_1000_0121_com.ice,01\14f1eaf558e81ea34b13ed421ff5a1,object/map_object/ob_1000_0121_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
コタツ,Heated Table,ob_1000_0122,object/map_object/ob_1000_0122_l1.ice,de\1ad3ea3d66c66119cd480fa519d4ae,object/map_object/ob_1000_0122_l2.ice,,object/map_object/ob_1000_0122_l3.ice,,object/map_object/ob_1000_0122_l4.ice,,object/map_object/ob_1000_0122_col.ice,cf\06867a6ed2f33f68829ed422245fac,object/map_object/ob_1000_0122_com.ice,23\26ead508e617208db2a6dd8f9ee7a9,object/map_object/ob_1000_0122_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
チャブ・ダイ,Tea Table,ob_1000_0124,object/map_object/ob_1000_0124_l1.ice,a9\0b3733b7b8cf0a245359e52b477299,object/map_object/ob_1000_0124_l2.ice,,object/map_object/ob_1000_0124_l3.ice,,object/map_object/ob_1000_0124_l4.ice,,object/map_object/ob_1000_0124_col.ice,63\c8e6c2dd12c7892ffd9f8e382ae6a9,object/map_object/ob_1000_0124_com.ice,a8\2b104788768120f828b8ce39e76220,object/map_object/ob_1000_0124_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
銭湯の洗い場,Public Bath Wash Station,ob_1000_0125,object/map_object/ob_1000_0125_l1.ice,0b\7b8e14224b8a116972ce13c38aa1c2,object/map_object/ob_1000_0125_l2.ice,,object/map_object/ob_1000_0125_l3.ice,,object/map_object/ob_1000_0125_l4.ice,,object/map_object/ob_1000_0125_col.ice,72\ef34f73e4a9995b0a4206e0f121c44,object/map_object/ob_1000_0125_com.ice,10\fa1c99732a2fbd51b0d4cb1ceccd3e,object/map_object/ob_1000_0125_eff.ice,be\ac9744859b3c76972a77570f1ccc1d,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1_Light_3],[Group_Light],[0]
銭湯の浴槽,Public Bath Tub,ob_1000_0126,object/map_object/ob_1000_0126_l1.ice,98\cb261ab2462a41eee118e683f2f901,object/map_object/ob_1000_0126_l2.ice,,object/map_object/ob_1000_0126_l3.ice,,object/map_object/ob_1000_0126_l4.ice,,object/map_object/ob_1000_0126_col.ice,67\95d6da5235e52d708d69f91ddc905b,object/map_object/ob_1000_0126_com.ice,94\49deb3d592bdb86199dfa621e6f471,object/map_object/ob_1000_0126_eff.ice,,[Furniture],[Fu_Stock],[SendTakeBath],[0],[0],[Common_1],[0],[0]
フォトガチャン,Photon Capsule Machine,ob_1000_0127,object/map_object/ob_1000_0127_l1.ice,ef\04fe96415c5f9743bd1e864de870cb,object/map_object/ob_1000_0127_l2.ice,,object/map_object/ob_1000_0127_l3.ice,,object/map_object/ob_1000_0127_l4.ice,,object/map_object/ob_1000_0127_col.ice,4e\53e4351aa8f7b85b30dfa734beb42a,object/map_object/ob_1000_0127_com.ice,af\2a5c813c85c4a5a89d05e17f10f731,object/map_object/ob_1000_0127_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
ヨーガマット,Yoga Mat,ob_1000_0128,object/map_object/ob_1000_0128_l1.ice,4c\1ee3659cbbf81b64162c885d427daa,object/map_object/ob_1000_0128_l2.ice,,object/map_object/ob_1000_0128_l3.ice,,object/map_object/ob_1000_0128_l4.ice,,object/map_object/ob_1000_0128_col.ice,98\d303401162b6fdff9bcf7ec9e3e413,object/map_object/ob_1000_0128_com.ice,39\29750bf30f53e58ad9f4eaf3181830,object/map_object/ob_1000_0128_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
ストライプチェア,Striped Chair,ob_1000_0130,object/map_object/ob_1000_0130_l1.ice,8c\dc3a16fba01b528af053d84a28c67e,object/map_object/ob_1000_0130_l2.ice,,object/map_object/ob_1000_0130_l3.ice,,object/map_object/ob_1000_0130_l4.ice,,object/map_object/ob_1000_0130_col.ice,0c\e893148d020a4539f4769301e1c1f7,object/map_object/ob_1000_0130_com.ice,14\0e22ce5e79d4ebbdc52bef149d2390,object/map_object/ob_1000_0130_eff.ice,,[Furniture],[Fu_Stock],[SendSit],[0],[0],[Common_1],[0],[0]
キノコチェア,Mushroom Chair,ob_1000_0131,object/map_object/ob_1000_0131_l1.ice,1b\7a42a8deb2163196b758bf6d7fb428,object/map_object/ob_1000_0131_l2.ice,,object/map_object/ob_1000_0131_l3.ice,,object/map_object/ob_1000_0131_l4.ice,,object/map_object/ob_1000_0131_col.ice,bc\9898f3a9f836f48dcde17bd8c4ad07,object/map_object/ob_1000_0131_com.ice,bf\8dd15f27b858dda76c7e3d643fc0fd,object/map_object/ob_1000_0131_eff.ice,,[Furniture],[Fu_Stock],[SendSit],[0],[0],[Common_1],[0],[0]
キノコテーブル,Mushroom Table,ob_1000_0132,object/map_object/ob_1000_0132_l1.ice,11\a3939b997eadb27576cdad0595f502,object/map_object/ob_1000_0132_l2.ice,,object/map_object/ob_1000_0132_l3.ice,,object/map_object/ob_1000_0132_l4.ice,,object/map_object/ob_1000_0132_col.ice,84\e4ce942f7746c9e098718708c5a8ca,object/map_object/ob_1000_0132_com.ice,70\4bc730b9049c27d889a8dcbe114c19,object/map_object/ob_1000_0132_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
ファウンテン,Fountain,ob_1000_0133,object/map_object/ob_1000_0133_l1.ice,04\cf718fabe82d80bafaa39e04428720,object/map_object/ob_1000_0133_l2.ice,,object/map_object/ob_1000_0133_l3.ice,,object/map_object/ob_1000_0133_l4.ice,,object/map_object/ob_1000_0133_col.ice,50\4bd446040e95a434adafd7bfd6f88c,object/map_object/ob_1000_0133_com.ice,ee\0000fceefe0e805420f1695004d532,object/map_object/ob_1000_0133_eff.ice,,[Structure],[St_Town],[0],[Access],[0],[Common_1],[0],[0]
スイートチェア,Sweet Chair,ob_1000_0134,object/map_object/ob_1000_0134_l1.ice,36\0f7dd9ad2e777e9f3115715bf785ef,object/map_object/ob_1000_0134_l2.ice,,object/map_object/ob_1000_0134_l3.ice,,object/map_object/ob_1000_0134_l4.ice,,object/map_object/ob_1000_0134_col.ice,5c\d9d8665b94b0ddccfa29b383ec251d,object/map_object/ob_1000_0134_com.ice,5b\42b0af7a5f0274eec2bc99e48d124e,object/map_object/ob_1000_0134_eff.ice,,[Furniture],[Fu_Stock],[SendSit],[0],[0],[Common_1],[0],[0]
キングスチェア,Royal Throne,ob_1000_0135,object/map_object/ob_1000_0135_l1.ice,d6\eb05fd5ac5db786ca940d3b03ff33c,object/map_object/ob_1000_0135_l2.ice,,object/map_object/ob_1000_0135_l3.ice,,object/map_object/ob_1000_0135_l4.ice,,object/map_object/ob_1000_0135_col.ice,bb\bae1dfc16b883c1ebb621d5d9853dd,object/map_object/ob_1000_0135_com.ice,b6\7388f39bbec722d83077a8b36bfc37,object/map_object/ob_1000_0135_eff.ice,,[Furniture],[Fu_Stock],[SendSit],[0],[0],[Common_1],[0],[0]
トレジャーボックス,Treasure Chest,ob_1000_0136,object/map_object/ob_1000_0136_l1.ice,0c\d68a7a1baffbb9177a731346219911,object/map_object/ob_1000_0136_l2.ice,,object/map_object/ob_1000_0136_l3.ice,,object/map_object/ob_1000_0136_l4.ice,,object/map_object/ob_1000_0136_col.ice,93\067b4a58a0cf721aeb55717b9b2ef6,object/map_object/ob_1000_0136_com.ice,7b\ef07e4f136e0827a94171e98be09b0,object/map_object/ob_1000_0136_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
スイートテーブル,Sweet Table,ob_1000_0138,object/map_object/ob_1000_0138_l1.ice,dc\6ab26dc7aabeeede6f93a262833f7e,object/map_object/ob_1000_0138_l2.ice,,object/map_object/ob_1000_0138_l3.ice,,object/map_object/ob_1000_0138_l4.ice,,object/map_object/ob_1000_0138_col.ice,3f\1ab373f8c3f89b1e0272035b5e48d7,object/map_object/ob_1000_0138_com.ice,12\6566db6f2c857324892b7bff0ed716,object/map_object/ob_1000_0138_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
クラシックキャビネット,Classic Cabinet,ob_1000_0139,object/map_object/ob_1000_0139_l1.ice,c7\abae4cdad06d6b7cdd1506577e5eef,object/map_object/ob_1000_0139_l2.ice,,object/map_object/ob_1000_0139_l3.ice,,object/map_object/ob_1000_0139_l4.ice,,object/map_object/ob_1000_0139_col.ice,56\e9a889f7ee033b3d6720db47cb8ed6,object/map_object/ob_1000_0139_com.ice,76\b3715da8afec16a03c2fcebc893c17,object/map_object/ob_1000_0139_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
ゴシックキャビネット,Gothic Cabinet,ob_1000_0140,object/map_object/ob_1000_0140_l1.ice,2c\9a697a01e575f8ba4d3d4a2f98059a,object/map_object/ob_1000_0140_l2.ice,,object/map_object/ob_1000_0140_l3.ice,,object/map_object/ob_1000_0140_l4.ice,,object/map_object/ob_1000_0140_col.ice,92\733fb5642291f03a2e4518c085078d,object/map_object/ob_1000_0140_com.ice,24\ae12e67dda052f97ba1083937d223e,object/map_object/ob_1000_0140_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
クラシックチェア,Classic Chair,ob_1000_0141,object/map_object/ob_1000_0141_l1.ice,e1\725fdc9c6f808ee285944eda35271e,object/map_object/ob_1000_0141_l2.ice,,object/map_object/ob_1000_0141_l3.ice,,object/map_object/ob_1000_0141_l4.ice,,object/map_object/ob_1000_0141_col.ice,08\7c222fd82914c0290382dfbf5a7124,object/map_object/ob_1000_0141_com.ice,d2\125f457f5942de50106d2a79fb5752,object/map_object/ob_1000_0141_eff.ice,,[Furniture],[Fu_Stock],[SendSit],[0],[0],[Common_1],[0],[0]
ゴシックチェアC,Gothic Chair C,ob_1000_0142,object/map_object/ob_1000_0142_l1.ice,89\74685918fc082c4123126248b818e5,object/map_object/ob_1000_0142_l2.ice,,object/map_object/ob_1000_0142_l3.ice,,object/map_object/ob_1000_0142_l4.ice,,object/map_object/ob_1000_0142_col.ice,02\fa134edf075129b926e6e537c1dce0,object/map_object/ob_1000_0142_com.ice,13\56fa1892e360aada5d12d71940dea4,object/map_object/ob_1000_0142_eff.ice,,[Furniture],[Fu_Stock],[SendSit],[0],[0],[Common_1],[0],[0]
クラシックテーブル,Classic Table,ob_1000_0143,object/map_object/ob_1000_0143_l1.ice,5f\a3d5bc5301dd261d06ce511bd2ce2d,object/map_object/ob_1000_0143_l2.ice,,object/map_object/ob_1000_0143_l3.ice,,object/map_object/ob_1000_0143_l4.ice,,object/map_object/ob_1000_0143_col.ice,1b\ce2c35913bc908020e62c2d8a85ec3,object/map_object/ob_1000_0143_com.ice,6b\2b2f05421a8c7f004c01c8ce008b65,object/map_object/ob_1000_0143_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
ゴシックテーブルB,Gothic Table B,ob_1000_0144,object/map_object/ob_1000_0144_l1.ice,fd\c770706f8c747dfb004b3c91cb4e38,object/map_object/ob_1000_0144_l2.ice,,object/map_object/ob_1000_0144_l3.ice,,object/map_object/ob_1000_0144_l4.ice,,object/map_object/ob_1000_0144_col.ice,cb\b4e9f0f933f10f07911f6b3305a389,object/map_object/ob_1000_0144_com.ice,63\20bfad44761179ba9008dd9ef7d395,object/map_object/ob_1000_0144_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
ラディアンピラー,Decorative Column,ob_1000_0145,object/map_object/ob_1000_0145_l1.ice,d5\387ae1d020092732bab9f0cd952500,object/map_object/ob_1000_0145_l2.ice,,object/map_object/ob_1000_0145_l3.ice,,object/map_object/ob_1000_0145_l4.ice,,object/map_object/ob_1000_0145_col.ice,d5\b97e3b60f6dc28f9bbacb9a19a2abb,object/map_object/ob_1000_0145_com.ice,2a\f1bedba67763c5b8955dbfb560e3a1,object/map_object/ob_1000_0145_eff.ice,,[Materials],[Ma_Pillar],[0],[Access],[0],[Common_1],[0],[0]
クラシックドレッサー,Classic Dresser,ob_1000_0147,object/map_object/ob_1000_0147_l1.ice,89\d74e503fa1eecca8b10842b283bc36,object/map_object/ob_1000_0147_l2.ice,,object/map_object/ob_1000_0147_l3.ice,,object/map_object/ob_1000_0147_l4.ice,,object/map_object/ob_1000_0147_col.ice,7d\4cd38682a5c27b01afeaa25bf4c4c0,object/map_object/ob_1000_0147_com.ice,09\466a0a50faca8eff9a3018355f0a3f,object/map_object/ob_1000_0147_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
ゴシックドレッサー,Gothic Dresser,ob_1000_0148,object/map_object/ob_1000_0148_l1.ice,3b\7acebd34a82920d1b2158fee292e6a,object/map_object/ob_1000_0148_l2.ice,,object/map_object/ob_1000_0148_l3.ice,,object/map_object/ob_1000_0148_l4.ice,,object/map_object/ob_1000_0148_col.ice,3c\3bd601b53226f35494fd12071b7eb1,object/map_object/ob_1000_0148_com.ice,da\5e247664754331b3b28a5cb599b1c4,object/map_object/ob_1000_0148_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
ミニモダンシェルフ,Modern Mini Shelf,ob_1000_0149,object/map_object/ob_1000_0149_l1.ice,b2\454961380d6ed3729a44b648fccae9,object/map_object/ob_1000_0149_l2.ice,,object/map_object/ob_1000_0149_l3.ice,,object/map_object/ob_1000_0149_l4.ice,,object/map_object/ob_1000_0149_col.ice,a8\bb33bc25d9f0298a45ebc33510491c,object/map_object/ob_1000_0149_com.ice,e7\24b67cabd5282adf911f3ae618ae3a,object/map_object/ob_1000_0149_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
ワノシェルフ,Japanese Shelf,ob_1000_0150,object/map_object/ob_1000_0150_l1.ice,3d\1751b3d046a7325bafeb9c0e04e819,object/map_object/ob_1000_0150_l2.ice,,object/map_object/ob_1000_0150_l3.ice,,object/map_object/ob_1000_0150_l4.ice,,object/map_object/ob_1000_0150_col.ice,7b\9e9d3d072a1489f76e5267dd75af99,object/map_object/ob_1000_0150_com.ice,83\eccd32c8a501ed38857ea15e563173,object/map_object/ob_1000_0150_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
パフェシェルフ,Parfait Shelf,ob_1000_0151,object/map_object/ob_1000_0151_l1.ice,10\e3b644c9860cb8bba49c15e9c47616,object/map_object/ob_1000_0151_l2.ice,,object/map_object/ob_1000_0151_l3.ice,,object/map_object/ob_1000_0151_l4.ice,,object/map_object/ob_1000_0151_col.ice,f0\dfc97f442584d009befc11586b1c67,object/map_object/ob_1000_0151_com.ice,56\d59385a3136534d4403798a292a931,object/map_object/ob_1000_0151_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
ベンチ,Bench,ob_1000_0152,object/map_object/ob_1000_0152_l1.ice,0a\17512df4edecc219c4b52ac5248ca0,object/map_object/ob_1000_0152_l2.ice,,object/map_object/ob_1000_0152_l3.ice,,object/map_object/ob_1000_0152_l4.ice,,object/map_object/ob_1000_0152_col.ice,63\bf416ce9c19878652a6b8f99a733b2,object/map_object/ob_1000_0152_com.ice,6a\82f1329ea7becbdc8007dcb7205037,object/map_object/ob_1000_0152_eff.ice,,[Furniture],[Fu_Stock],[SendSit],[0],[0],[Common_1],[0],[0]
クリスタルスカル,Crystal Skull,ob_1000_0154,object/map_object/ob_1000_0154_l1.ice,13\e50add4df2d8ae5bbb242242ba208a,object/map_object/ob_1000_0154_l2.ice,,object/map_object/ob_1000_0154_l3.ice,,object/map_object/ob_1000_0154_l4.ice,,object/map_object/ob_1000_0154_col.ice,fa\21f1d16f05e43f8565137d68afceeb,object/map_object/ob_1000_0154_com.ice,e2\a49fc21e3f3ac4c6a15b6548a2e40f,object/map_object/ob_1000_0154_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
バーカウンター,Bar Counter,ob_1000_0158,object/map_object/ob_1000_0158_l1.ice,95\0552f097d2a3a9237a3c46a98424d5,object/map_object/ob_1000_0158_l2.ice,,object/map_object/ob_1000_0158_l3.ice,,object/map_object/ob_1000_0158_l4.ice,,object/map_object/ob_1000_0158_col.ice,84\e79d2084255146941ba02a57fd8621,object/map_object/ob_1000_0158_com.ice,70\f590e66a751d7e9f4842a7b06ddc3f,object/map_object/ob_1000_0158_eff.ice,3d\26bf7332f79d014c167d0fc5cffcfb,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1_Light_12],[Group_Light],[0]
クラシックナイトスタンド,Classic Floor Lamp,ob_1000_0159,object/map_object/ob_1000_0159_l1.ice,b8\f6ac2f3526d3cc98b057faa7a9c833,object/map_object/ob_1000_0159_l2.ice,,object/map_object/ob_1000_0159_l3.ice,,object/map_object/ob_1000_0159_l4.ice,,object/map_object/ob_1000_0159_col.ice,ab\09c1d0d728efcb05a11bcd74f83500,object/map_object/ob_1000_0159_com.ice,9a\a867f7d160a8a9ce5c798143d8c706,object/map_object/ob_1000_0159_eff.ice,87\0b9661e0df78ed2c043d9a17943b61,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1_Light_3],[Group_Light],[0]
ゴシックスタンドC,Gothic Floor Lamp C,ob_1000_0160,object/map_object/ob_1000_0160_l1.ice,87\1b67051fbce0b037b6650ef6a170ba,object/map_object/ob_1000_0160_l2.ice,,object/map_object/ob_1000_0160_l3.ice,,object/map_object/ob_1000_0160_l4.ice,,object/map_object/ob_1000_0160_col.ice,fb\51f8c5039314562d7ba8de2326ae12,object/map_object/ob_1000_0160_com.ice,33\5e011847b0b4b080925d144e6f9785,object/map_object/ob_1000_0160_eff.ice,be\8382ad6c8c98ad4ccf41de785c2b0a,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1_Light_3],[Group_Light],[0]
クラシックライト,Classic Lamp,ob_1000_0161,object/map_object/ob_1000_0161_l1.ice,f4\17c40e0062040d2a04632237636a23,object/map_object/ob_1000_0161_l2.ice,,object/map_object/ob_1000_0161_l3.ice,,object/map_object/ob_1000_0161_l4.ice,,object/map_object/ob_1000_0161_col.ice,8d\91b8762476cfba2e1bcade32229d98,object/map_object/ob_1000_0161_com.ice,3f\ec9943944183d721da253ca4d5631c,object/map_object/ob_1000_0161_eff.ice,64\5e2de0946978d8c499159a3625900a,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1_Light_3],[Group_Light],[0]
ゴシックライトC,Gothic Lamp C,ob_1000_0162,object/map_object/ob_1000_0162_l1.ice,2c\dea1650c07d2e626b497795eb88e13,object/map_object/ob_1000_0162_l2.ice,,object/map_object/ob_1000_0162_l3.ice,,object/map_object/ob_1000_0162_l4.ice,,object/map_object/ob_1000_0162_col.ice,bc\2ac23ff6e62145891d463a2a66e51c,object/map_object/ob_1000_0162_com.ice,c2\26ef65edaf26f6f6f5ee22d609678b,object/map_object/ob_1000_0162_eff.ice,bb\894ae4f1fd16031755365bee16d5ff,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1_Light_3],[Group_Light],[0]
ワノスタンドライト,Japanese Floor Lamp,ob_1000_0163,object/map_object/ob_1000_0163_l1.ice,44\73b6a23715205769b92972587cedc0,object/map_object/ob_1000_0163_l2.ice,,object/map_object/ob_1000_0163_l3.ice,,object/map_object/ob_1000_0163_l4.ice,,object/map_object/ob_1000_0163_col.ice,dc\340cfef814718ca9b353c0ca3a18e1,object/map_object/ob_1000_0163_com.ice,f7\535784938667a25fe37ffde78e3a14,object/map_object/ob_1000_0163_eff.ice,79\9c654ec2c6064e957e95a9112eb5de,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1_Light_3],[Group_Light],[0]
ワノライト,Japanese Lamp,ob_1000_0164,object/map_object/ob_1000_0164_l1.ice,94\33b6b4732579bc17039b99411372c4,object/map_object/ob_1000_0164_l2.ice,,object/map_object/ob_1000_0164_l3.ice,,object/map_object/ob_1000_0164_l4.ice,,object/map_object/ob_1000_0164_col.ice,c6\cc9e7026914867b8ee11a48cf8f512,object/map_object/ob_1000_0164_com.ice,45\34757fe9cbff546aaf9d769a9bf902,object/map_object/ob_1000_0164_eff.ice,fe\9ca9aa821a1c24cf67c21169cc394b,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1_Light_3],[Group_Light],[0]
