Data is laid out as follows:
Object Name JP (if known),Object Name EN (if known),Object Function,Animation type,category 1,category 2,object unhashed name,object hashed name,object _ex textures hashed name
ハーブグリーンミニデスク,Mini Desk - Herb,custmize,motion_none,ground,ground,object/map_object/ob_1000_0175.ice,21ee3ad2e353d495a6b0c73c08e52052,18fc3ddd8be2cc5dadb0bad86741204e
ハニーイエローミニデスク,Mini Desk - Honey,custmize,motion_none,ground,ground,object/map_object/ob_1000_0176.ice,3c203d64752019510220761f7b961d25,5c44a369dd3976d1f75098b7783fc3af
ウェルカムアーチ,Welcome Arch,none,motion_none,ground,ground,object/map_object/ob_1000_0177.ice,749ad343eedfb1c7b79bc3f3accbac6b,4a7aaf01c3102d75df9f1ce5ab7daf52
チェリーレッドチェア,Chair - Cherry,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0178.ice,8d4909e154e87dbc67052fb855a2d043,218b0ee08ae625440e9e128587ddc033
ソルトブルーチェア,Chair - Blueberry,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0179.ice,bdb55efcf2673e759ada48fe3e4d8691,2cfc8272ae3d9e73127ce53a2da7ea08
ハーブグリーンチェア,Chair - Herb,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0180.ice,690d3793034132201fbb17c4cb5f13af,5139d75839f966a47d9ea94be0833352
ハニーイエローチェア,Chair - Honey,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0181.ice,e4bbc6472d5207ec6cfffc9ab0750c67,400be84fb53726703f08d48681701f24
ＰＲＥボックス,PRE Box,present_box,motion_none,ground,ground,object/map_object/ob_1000_0182.ice,70d1c75277cb48bb2f416b523999514a,725d24d1c1cbca2260f6d770304a6ae4
プレゼバコウラ,Gift Box Stack,present_box,motion_none,ground,ground,object/map_object/ob_1000_0183.ice,d0ee5a9413579460ee882a3b8026c1b5,e0ae1670fafe44f9d4f2305b180ff723
プレ・プレ・ボッカス,Sturdy Chest,present_box,motion_none,ground,ground,object/map_object/ob_1000_0184.ice,a7ddf692b74a29669905b3d22be6456b,b2d095e78b9fc13a865a74d67ffd1d2c
,,present_box,motion_none,ground,ground,object/map_object/ob_1000_0185.ice,cda7dd96e30b9f9b8baf3e06627e54cd,3f87953db349f728ef6d9b446b71fbec
ツマラナイモノ,A Little Something,present_box,motion_none,ground,ground,object/map_object/ob_1000_0186.ice,f7036268f4fd8c54a97d6513dbe1eefe,f992e94d285a56631bcf95c5eff928cd
ファンクションテーブル,Functional Table,custmize,motion_none,ground,ground,object/map_object/ob_1000_0187.ice,4fa7e104b981c22d8805c5e569028e79,ea3d507bc89f35c88aca2e524e4ed7f2
ファンクションチェア,Functional Chair,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0188.ice,fef8a17081d2e037e43415af32d6a1f3,c13e14751232d7c91b47c54854e2ca40
,,motion,motion_barbel,ground,ground,object/map_object/ob_1000_0189.ice,3875e751a9be6e40f9ca9e4b957038a0,39f2fd92339f5ab532ac85c554db02fa
ダンベル,Dumbbells,none,motion_none,ground,deco,object/map_object/ob_1000_0190.ice,289c04c8ac379b48393baa470cf9c938,e7778d81ccf44171f4f9bc620e7c209b
SEGAロゴ,SEGA Logo,none,motion_none,ground,ground,object/map_object/ob_1000_0191.ice,98191fcafed569b97ed25586f86586c3
ウェスタンドア,Country Door,none,motion_none,ground,ground,object/map_object/ob_1000_0192.ice,b48f633536f6e8e9f9b3103fd4c7af21,07c1aa7b252e5c7957600ba32dd7c8fc
モダン・ウォッチ,Modern Clock,none,motion_none,ground,deco,object/map_object/ob_1000_0193.ice,27ddd8f50fb22adc1857cf53a71413d4,a6db7fbeddb9d080852625e621421cd9
プリズナーケージ,Prisoner Cage,none,motion_none,ground,ground,object/map_object/ob_1000_0194.ice,7b097c04efebd0b3b8132fc7314f6caa,93f8389a4b5ef6f749d82126c5629f85
オフロ・セット,Bath Set,none,motion_none,ground,deco,object/map_object/ob_1000_0195.ice,88d04ca5e7c37b730a3fd1c73d5d3c73,29f467f9be45356512cfc471b2bd5aec
ミカン,Mandarin Oranges,none,motion_none,ground,deco,object/map_object/ob_1000_0196.ice,7369fbbff66e93e25d5b76a34eb8f996,f42d5d2b5704f1698417cdb3aca1083e
グリーンライト,Lamp - Green,none,motion_none,ground,ground,object/map_object/ob_1000_0197.ice,0055ea16bfe8589f55186c1cd89b9f83,5ffd5345826ead9fb05ad909c49b53a4
ピンクライト,Lamp - Pink,none,motion_none,ground,ground,object/map_object/ob_1000_0198.ice,cc445f0c845c154ac78cb81affbb4de8,d79ec50e24ba2b6dc332555c77305e69
ブルーライト,Lamp - Blue,none,motion_none,ground,ground,object/map_object/ob_1000_0199.ice,51461d1dca721a0e8ea75f0670159dd4,60bbdf06204c45234c5283b0e1027df3
リフレスゼリー,Jelly Aquarium,none,motion_none,ground,ground,object/map_object/ob_1000_0200.ice,078b1389fa1b5b60c031388c46c88b1c,577f284fa7af61df2dd732031aecd603
ティーセット,Tea Set,none,motion_none,ground,deco,object/map_object/ob_1000_0201.ice,3f21906c7781ea21986254450f2d584b,629cddbf7019153867f6dbc986e771b0
ベリベリーパイ,Very Berry Pie,none,motion_none,ground,deco,object/map_object/ob_1000_0202.ice,00ec2aa4e5f80f278052d5dc263fa96c,a8ccdc44da65c8d0391356ade6ed2f1f
ストレートシェルフ,Straight Shelf,custmize,motion_none,ground,ground,object/map_object/ob_1000_0203.ice,9753e80b4121c1ff806e9b97999db849,ba43f689a7100c47d63ff224b71c639a
コーナーシェルフ,Corner Shelf,custmize,motion_none,ground,ground,object/map_object/ob_1000_0204.ice,3f51f7c24e24409e8c9af611fd9949dd,4cca1963085f030c99c183c534e4641b
スポーツカー,Sports Car,none,motion_none,ground,deco,object/map_object/ob_1000_0205.ice,7150a54a55ef2ec71697329d775e8938,7128e18307e345146255ad5ba68c8211
アクアボックス,Aqua Tank,none,motion_none,ground,ground,object/map_object/ob_1000_0206.ice,7c7ccb40d0d588e0153179f84fc3e27c,47c6e7bd8a021a150eb4066c8c3175a1
フルーティーギフト,Fruit Basket,none,motion_none,ground,deco,object/map_object/ob_1000_0207.ice,6f852e9790146b910e3d76eb680dccf3,40949ddd2e595fced2ce1b6b360bbd88
モッド・バタフライ,Butterfly Collection,none,motion_none,wall,ground,object/map_object/ob_1000_0208.ice,c491cd9140a7e3df496e50e748a94b62,ee49f8c44054f5454af5a99db29765ad
ミステリーエッグ,Mystery Egg,none,motion_none,ground,deco,object/map_object/ob_1000_0209.ice,663f088e44e1359b0ee63cc9cfb8731c,4750afeaaa8c382a7f5c68b33b4908ef
マグマクッカー,Magma Cooker,none,motion_none,ground,deco,object/map_object/ob_1000_0210.ice,890928ae7228fab9c61fbec27dd4e0d3,2cb60535b5be6f9a8d1d6221b2980d78
レジェンドリング,Legendary Ring,none,motion_none,ground,deco,object/map_object/ob_1000_0211.ice,3df48717e8159b970a5ec5060ec18f7b,a98ea46126da0bcc203d5afed3dffbd9
ミスティックプラント,Mystic Plant,none,motion_none,ground,ground,object/map_object/ob_1000_0212.ice,5fc9007bde93613aee82f1ed8cc073f5,344193c62e82cfe4c15dcd0edba29bab
ウォールランタン,Camping Lantern,none,motion_none,ground,deco,object/map_object/ob_1000_0213.ice,500b56ad79d8e42947634c6bee824939,379fd942b7726c5538d1aab4a4ad8573
ベルトコンベア,Conveyor Belt,none,motion_none,ground,ground,object/map_object/ob_1000_0214.ice,e0d8f693a3bf7cbba56977843805a1b5,861bc78cdfc742eacd0a20d3d70ef6ec
ドラゴンストーン,Dragonstone,none,motion_none,ground,deco,object/map_object/ob_1000_0215.ice,d407f8f3cb6b59ab6b280a574003361d,135176e61955292619f064f6bc4b8cf7
,,none,motion_none,ground,ground,object/map_object/ob_1000_0216.ice,5a36c4cd2026be1f7de22f312ac180b4,e84475378776f9acda404ef9b086fe33
シャーベット,Sherbet,none,motion_none,ground,deco,object/map_object/ob_1000_0217.ice,1ff80e1490eb6283490b577554225188,2a78ee84e9db247f88375186038ce904
頭骨の化石,Skull Fossil,none,motion_none,ground,deco,object/map_object/ob_1000_0218.ice,64cd56af31486e9933bf5da11368b91f,fc744d06c2932e0d92f9ee7a42487e70
デザートフラワー,Desert Flower,none,motion_none,ground,deco,object/map_object/ob_1000_0219.ice,0c232a33120c158efc127448e5d565d0,077e710f6ac54a4b8a19ccbbd5607811
,,none,motion_none,ground,deco,object/map_object/ob_1000_0220.ice,790f2a984177034943d49c5566296068,0cd1b08ccef5706a1279537bcc94bef8
フォレストプラント,Forest Plant,none,motion_none,ground,ground,object/map_object/ob_1000_0221.ice,0393511d543f793cde489b6435a8c530,a57728d3257c52b4092580884fff1f35
プランター,Planter,none,motion_none,ground,ground,object/map_object/ob_1000_0222.ice,b5bad10a751595b52c67677f85e166a5,06d615df928af94bcb3a6ab080acba1d
オシ・バナー,Pressed Flowers,none,motion_none,wall,ground,object/map_object/ob_1000_0223.ice,eaab784168a1c39ce5fea3334b09c7ae,51d1d79daa67bf599be4f735edb7781a
ウォールペイント,Wall Painting,none,motion_none,ground,deco,object/map_object/ob_1000_0224.ice,c555f44a1a73aa7ae719100b0cceb924,aff59a15c88b2f8bf6aed26fc7c266b2
,,chat,motion_none,ground,deco,object/map_object/ob_1000_0225.ice,9e1c327e68ec452501b79e9fe4b7ccff,f2fe9dd77267e575b608ac93e70205d5
,,orgel,motion_none,ground,ground,object/map_object/ob_1000_0226.ice,d972f915073cfe35f934145f3f5b0b96,75aab116b726e34f1940d5ff3174e411
ラッピーピンクマグカップ,Pink Rappy Mug,none,motion_none,ground,deco,object/map_object/ob_1000_0227.ice,9546fb659881c8295184491163a76460,02469cd3cf205018d4c79616765539d0
ラッピーブルーマグカップ,Blue Rappy Mug,none,motion_none,ground,deco,object/map_object/ob_1000_0228.ice,b7bf60106999186009c575ae7437e0b1,af08b570291cde856e612bca3914baa1
キャンドルスティック,Candle Sconce,none,motion_none,wall,ground,object/map_object/ob_1000_0229.ice,bad2bb9e39fa066a4f4e57a9583e75fd,78ab35612d59fbadce5e1d311c992502
,,custmize,motion_none,wall,ground,object/map_object/ob_1000_0230.ice,7f602a4a19236f531c469a1c982e0df5,a12c3803a06561fd25b31476b038eba1
,,custmize,motion_none,wall,ground,object/map_object/ob_1000_0231.ice,ea68ba35c6dd1ca161b21eb36feb9fbd,4194cbe99712e1cba562aa3fd7b87dfd
クラシックシェルフ,Classic Shelf,custmize,motion_none,wall,ground,object/map_object/ob_1000_0232.ice,78fe85bd8e13613e02bff0223823a98d,40e2c68c183e29a3edc938d0fa5aa4a5
ゴシックシェルフ,Gothic Shelf,custmize,motion_none,wall,ground,object/map_object/ob_1000_0233.ice,4e76e66518838ea65f6c48f110e10c5d,c3cb3d74801497a49b9f029d88907dcb
ゴシックソファC,Gothic Sofa C,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0234.ice,b2a258249ef52d55a6e454abd0760ec5,75904cc30c03639e6ffbaa62b7c99f27
ゴシックローテーブルC,Gothic Coffee Table C,custmize,motion_none,ground,ground,object/map_object/ob_1000_0235.ice,63fc4537f88e651a3787b54ef7dac079,2b927c05a473247ed1696dca21cc46ff
ゴシックベッドC,Gothic Bed C,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0236.ice,7cd481b3ca9a7e8634d3ff7e158eaf1d,5aeaf0daa5fa4948ea303a0a81054a3c
ゴシックチェア,Gothic Chair,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0237.ice,aa1b701150982a044e2ea9fc9d928c11,007939ae4fcbb9b1f16211b4079d9d39
ゴシックスタンド,Gothic Floor Lamp,none,motion_none,ground,ground,object/map_object/ob_1000_0238.ice,bbabdb59b944cbeaca1de2c3d0651e98,1c329d682b19df599553c45af0ba98ab
ゴシックライト,Gothic Lamp,none,motion_none,ground,deco,object/map_object/ob_1000_0239.ice,77a3d61b225bfb0d18be097fbd1f804a,758a17ec9f6c8181bf843d5d0d8c404f
ゴシックマットC,Gothic Rug C,none,motion_none,ground,ground,object/map_object/ob_1000_0240.ice,2856f828e14d63a89f9d480319bc9e14,2e02af241b672f6a807bb9361d64dcbf
ゴシックソファB,Gothic Sofa B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0241.ice,448da862038bf98eb273c77ea9e68469,b4bf16f77ce6aee194bd969673a456fe
ゴシックローテーブルB,Gothic Coffee Table B,custmize,motion_none,ground,ground,object/map_object/ob_1000_0242.ice,21993b47e1059a0017b4e1af89e561e1,0afb633b2a13f2de6f2aa070cef6c02b
ゴシックベッドB,Gothic Bed B,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0243.ice,e01b8513bd8c7eccaeaa0377271c0480,068dafb5d306d2fbc3ad76034d791111
ゴシックチェアB,Gothic Chair B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0244.ice,cb41ffda04cce43e241f550b35cd076f,77f8d4df8cfbeb6c8fa8bce33ec8c90a
ゴシックスタンドB,Gothic Floor Lamp B,none,motion_none,ground,ground,object/map_object/ob_1000_0245.ice,d3f34055feac448e0fec97a2ddaf4598,7e28f1eeb44000e73097691cad100b3f
ゴシックライトB,Gothic Lamp B,none,motion_none,ground,deco,object/map_object/ob_1000_0246.ice,8f8cb6b9801e115fc1526e0a61a3042c,56526e8f04ece6b19a81e87f0a2610d9
ゴシックマットB,Gothic Rug B,none,motion_none,ground,ground,object/map_object/ob_1000_0247.ice,bc635a4d3764d9e14be1cfd76982370b,f5b17c8d30f99c3e0211500499f5cfa1
ベーシックベッドB,Basic Bed B,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0248.ice,8897a00b4ec7f495af1f8b4883a1608f,d12e520c8fc8a7be3c0e19a3562f8c6f
ベーシックマットB,Basic Rug B,none,motion_none,ground,ground,object/map_object/ob_1000_0249.ice,42301f59603afdc49d9c133f2b12d7f1,d9560e92751fcc2673b3230827a86c50
ベーシックソファB,Basic Sofa B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0250.ice,dda3db208b6cec460e3f8fe28311f246,232f16e14de5aab35cfca135cb34f3a1
ベーシックローテーブルB,Basic Coffee Table B,custmize,motion_none,ground,ground,object/map_object/ob_1000_0251.ice,b2ee66b2688be1a85251ad9e0175e5ca,101f64fef32c9f32d58e8640ec93cece
ベーシックチェアB,Basic Chair B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0252.ice,501f4428c6cd0dcf7eec502b639de180,b57062fb3499e21f3a0518f33cbe82ec
スタンドライトB,Floor Lamp B,none,motion_none,ground,ground,object/map_object/ob_1000_0253.ice,1d67c1fe444b7717bdfda85331768c97,6836a7d5778473f34c1351fd6d9e9637
ベーシックシェルフB,Basic Shelf B,custmize,motion_none,wall,ground,object/map_object/ob_1000_0254.ice,4369957a747bc18797e690203bb6f276,d92cfb082a55686b9b4e060d44b0322c
ベーシックベッドP,Basic Bed P,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0255.ice,0831c933db58855cdfc373881b275fcc,d831f4e8981be6a98e11a161beb5b5e5
ベーシックマットP,Basic Rug P,none,motion_none,ground,ground,object/map_object/ob_1000_0256.ice,0e6607d88b4da7ebbca3dbb9a42e1c10,41431b4cf1b9ccabf22aca29120daf6c
ベーシックソファP,Basic Sofa P,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0257.ice,b0d88f21f40f23b3ca3ab8bf6e7cfda4,e4c1472cfad7b8bec53cb55757b72f35
ベーシックローテーブルP,Basic Coffee Table P,custmize,motion_none,ground,ground,object/map_object/ob_1000_0258.ice,969a6d1439bc7faa49e34cf8caa4de5f,b81008e8b78c475c6cf4fd59a766226a
ベーシックチェアP,Basic Chair P,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0259.ice,90b4b1bc6aa3c858811d82773d4412f3,e9b32e0e929c2b0e989d574b45db76a2
スタンドライトP,Floor Lamp P,none,motion_none,ground,ground,object/map_object/ob_1000_0260.ice,22c4725e0b9effe7a0ccd66ff56ba52c,d6353c945129cb4273590749ea9e18be
ベーシックシェルフP,Basic Shelf P,custmize,motion_none,wall,ground,object/map_object/ob_1000_0261.ice,89e03701e352bb3295f9ecc342710540,2217cd0bf0d8db78c825e19ed51ef53a
ベーシックシャンデリア,Basic Chandelier,none,motion_none,ceiling,ground,object/map_object/ob_1000_0262.ice,140c53760bcf3f8c667085a4ac06c907,7d7158aa028e1db50c8ee9ef1661b162
モダンベッドY,Modern Bed Y,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0263.ice,d29980792b783961f97e2d58061dc205,e1245976949c9774a0fc42f01d890cec
モダンマットY,Modern Rug Y,none,motion_none,ground,ground,object/map_object/ob_1000_0264.ice,40a77545a706edc54201534eaa73934a,3b80c615dc3b9ec2ac97a44f76adc1dc
モダンソファY,Modern Sofa Y,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0265.ice,0886d565843cca3d3a0f62b1f23cda15,b46235ff87288652abb00417d7abce39
モダンローテーブルY,Modern Coffee Table Y,custmize,motion_none,ground,ground,object/map_object/ob_1000_0266.ice,ea60a889f2f3d82b517c03ecfa1c1804,674536fafea7f94f59ac264644c19f32
モダンシェルフ,Modern Shelf,custmize,motion_none,wall,ground,object/map_object/ob_1000_0267.ice,d1014b6d65f27ada1a15df22e841597a,f3ed1bd188a7f4a2a883820ab40cb1c7
ミニモダンシェルフY,Modern Mini Shelf Y,custmize,motion_none,ground,ground,object/map_object/ob_1000_0268.ice,6b96c0081e4094ab02f987ff3fe26d99,36b0dfe3c012a3e9b2b8a3341a33e38a
モダンベッドB,Modern Bed B,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0269.ice,e1bb374beda02933fcbae6c7095313dd,ee26dac102cd652c658c7beeb2c35ab3
モダンマットB,Modern Rug B,none,motion_none,ground,ground,object/map_object/ob_1000_0270.ice,af16eeeb54403880b32ccb2012b1ad6f,94b585789d66c575f452a22aea5d12e1
モダンソファB,Modern Sofa B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0271.ice,669d0e248df555a190b7f875183d3dd2,b051e0c5899e10978c240e423a75422d
モダンローテーブルB,Modern Coffee Table B,custmize,motion_none,ground,ground,object/map_object/ob_1000_0272.ice,3e625017f39067297d2ad34fb93d0439,420b768a2e63f66a99792b123229b7c0
モダンシェルフY,Modern Shelf Y,custmize,motion_none,wall,ground,object/map_object/ob_1000_0273.ice,d347b5cfbb029daa2a6fe962dbb20afc,18d0a814cd0eb7bb91997f7608b48840
ミニモダンシェルフB,Modern Mini Shelf B,custmize,motion_none,ground,ground,object/map_object/ob_1000_0274.ice,d6c46ef3f7c98450989785d7f27a029b,d6fcd1569a5f75deefaec6f7d5f1d15d
クラシックベッドC,Classic Bed C,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0275.ice,a4fc1973f69da6dd8da39ae4fd580760,02245f0926878116e134266377f4bf19
クラシックマットC,Classic Rug C,none,motion_none,ground,ground,object/map_object/ob_1000_0276.ice,f16e5c6e88b77fe6a4b0ecaad548bfb2,370e7b91ad1bca47e33b23604d04de18
クラシックソファC,Classic Sofa C,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0277.ice,90459b788c7e0c47e69ac917118b1ee7,2a04b3abc12d9b556400fc688d42bd0e
クラシックローテーブルC,Classic Coffee Table C,custmize,motion_none,ground,ground,object/map_object/ob_1000_0278.ice,cc67e0e6fa4a12fde69fcb073ecff383,b36c4e31e8320b08dd32595c985ccc49
クラシックチェアC,Classic Chair C,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0279.ice,2cf41f2aa76cf3acb8f98d8b6e31df94,3b2690cd58d0a38f45c3375a0cc33b84
クラシックナイトスタンドC,Classic Floor Lamp C,none,motion_none,ground,ground,object/map_object/ob_1000_0280.ice,59ff3fc635cbeb8f8b8d58d11ebb471e,c072808c3b9a0b2c1ca6a483c096085f
クラシックライトC,Classic Lamp C,none,motion_none,ground,deco,object/map_object/ob_1000_0281.ice,94f104c1d0f29ce017627309a26571ad,fad500a7cde98723e77f5b143cf966fe
クラシックシェルフC,Classic Shelf C,custmize,motion_none,wall,ground,object/map_object/ob_1000_0282.ice,3323e6babaa601e9f22b9fb749bf0925,f82777cb6e8a2bd14f7537b26ff5272e
クラシックベッドB,Classic Bed B,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0283.ice,a3a8e721af4db9d07c54388b04d29820,df5ef264441aa9405245c7e9eb1442ae
クラシックマットB,Classic Rug B,none,motion_none,ground,ground,object/map_object/ob_1000_0284.ice,eb23a105ac0525ce2d02171f6b9823ee,2cf7c57ba4beb3b49e6511bda2890e7c
クラシックソファB,Classic Sofa B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0285.ice,739d9c85c993b4310c3ed51a0c4aaa0b,91c0d00deed68873917ecdad899e1c97
クラシックローテーブルB,Classic Coffee Table B,custmize,motion_none,ground,ground,object/map_object/ob_1000_0286.ice,713902c593084ffa7bda5e988e4b4d4d,415d901136de95357046701951538458
クラシックチェアB,Classic Chair B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0287.ice,fa824df1be4f8b54c1051631c711ef38,0edf3c759d9d04277afe782d011ab333
クラシックナイトスタンドB,Classic Floor Lamp B,none,motion_none,ground,ground,object/map_object/ob_1000_0288.ice,c89c3bf0fc857f400c47a1b59b29c932,ada63ec5eba61a191edb38bec299ee08
クラシックライトB,Classic Lamp B,none,motion_none,ground,deco,object/map_object/ob_1000_0289.ice,2855ca8b076afa47c865c41701c8572d,944e47ff7f721c0c25ac1d7e6cdfbe10
クラシックシェルフB,Classic Shelf B,custmize,motion_none,wall,ground,object/map_object/ob_1000_0290.ice,139c6863119b66d98aaa3388d4ab5443,a9ea2a2a5287dee10b1ebf824012db38
ケイブツリー,Cave Tree,none,motion_none,ground,ground,object/map_object/ob_1000_0291.ice,36f8d1e5aae28036dc47d333a816a98c,0d7961ca9c0d76fb5a8a7158ffae6b77
